Country,Code,Income_group,Year,Animal_calories,GDP,Population
Algeria,DZA,Lower middle income,1903,,,4875283
Algeria,DZA,Lower middle income,1898,,,4557540
Algeria,DZA,Lower middle income,1868,,,3393782
Algeria,DZA,Lower middle income,1873,,,3566379
Algeria,DZA,Lower middle income,1874,,,3601937
Algeria,DZA,Lower middle income,1875,,,3637850
Algeria,DZA,Lower middle income,1938,,,7362298
Algeria,DZA,Lower middle income,1876,,,3674121
Algeria,DZA,Lower middle income,1830,,,2737931
Algeria,DZA,Lower middle income,1878,,,3747752
Algeria,DZA,Lower middle income,1879,,,3785118
Algeria,DZA,Lower middle income,1904,,,4954052
Algeria,DZA,Lower middle income,1822,,,2698723
Algeria,DZA,Lower middle income,1871,,,3496311
Algeria,DZA,Lower middle income,2004,2.920656177,9182.2939453125,32510184
Algeria,DZA,Lower middle income,1813,,,2621312
Algeria,DZA,Lower middle income,1810,,,2592813
Algeria,DZA,Lower middle income,1811,,,2602278
Algeria,DZA,Lower middle income,1896,,,4471114
Algeria,DZA,Lower middle income,-7000,,,55973
Algeria,DZA,Lower middle income,1995,2.700179533,5142.3837890625,28478024
Algeria,DZA,Lower middle income,-4000,,,259136
Algeria,DZA,Lower middle income,1940,,,7612711
Algeria,DZA,Lower middle income,1941,,,7734985
Algeria,DZA,Lower middle income,1859,,,3103881
Algeria,DZA,Lower middle income,1944,,,8092960
Algeria,DZA,Lower middle income,1867,,,3360278
Algeria,DZA,Lower middle income,1823,,,2703593
Algeria,DZA,Lower middle income,1812,,,2611778
Algeria,DZA,Lower middle income,1866,,,3327104
Algeria,DZA,Lower middle income,1965,1.981143935,2981,12381262
Algeria,DZA,Lower middle income,2005,2.954699121,9969.623046875,32956690
Algeria,DZA,Lower middle income,2006,2.872333443,10385.779296875,33435082
Algeria,DZA,Lower middle income,2007,2.881946728,10974.7421875,33983836
Algeria,DZA,Lower middle income,1826,,,2718256
Algeria,DZA,Lower middle income,1877,,,3710754
Algeria,DZA,Lower middle income,1828,,,2728076
Algeria,DZA,Lower middle income,1831,,,2742872
Algeria,DZA,Lower middle income,1816,,,2650125
Algeria,DZA,Lower middle income,1943,,,7973182
Algeria,DZA,Lower middle income,1862,,,3197653
Algeria,DZA,Lower middle income,1824,,,2708472
Algeria,DZA,Lower middle income,1808,,,2573951
Algeria,DZA,Lower middle income,1809,,,2583348
Algeria,DZA,Lower middle income,1935,,,6985082
Algeria,DZA,Lower middle income,1851,,,2871698
Algeria,DZA,Lower middle income,1994,2.866449511,4856.9853515625,27937006
Algeria,DZA,Lower middle income,1993,2.890052356,4816.923828125,27354326
Algeria,DZA,Lower middle income,1854,,,2953663
Algeria,DZA,Lower middle income,-3000,,,431893
Algeria,DZA,Lower middle income,-2000,,,719821
Algeria,DZA,Lower middle income,1832,,,2747822
Algeria,DZA,Lower middle income,1860,,,3134829
Algeria,DZA,Lower middle income,1834,,,2757748
Algeria,DZA,Lower middle income,1865,,,3294259
Algeria,DZA,Lower middle income,1945,,,8214538
Algeria,DZA,Lower middle income,1964,1.987012987,2879,12179097
Algeria,DZA,Lower middle income,2003,2.678787879,8590.177734375,32055882
Algeria,DZA,Lower middle income,1966,2.067472947,2750,12613398
Algeria,DZA,Lower middle income,1967,1.940497875,2907,12897121
Algeria,DZA,Lower middle income,1825,,,2713360
Algeria,DZA,Lower middle income,1100,,,1949984
Algeria,DZA,Lower middle income,1827,,,2723162
Algeria,DZA,Lower middle income,2009,2.929903537,11907.021484375,35196040
Algeria,DZA,Lower middle income,1858,,,3073238
Algeria,DZA,Lower middle income,1500,,,1499995
Algeria,DZA,Lower middle income,1999,2.507210693,6421.50830078125,30346086
Algeria,DZA,Lower middle income,1905,,,5034093
Algeria,DZA,Lower middle income,1807,,,2564589
Algeria,DZA,Lower middle income,1806,,,2555261
Algeria,DZA,Lower middle income,1933,,,6744404
Algeria,DZA,Lower middle income,1934,,,6863688
Algeria,DZA,Lower middle income,1850,,,2852648
Algeria,DZA,Lower middle income,1895,,,4428517
Algeria,DZA,Lower middle income,-8000,,,33583
Algeria,DZA,Lower middle income,1968,2.051582649,3151,13190979
Algeria,DZA,Lower middle income,1853,,,2924503
Algeria,DZA,Lower middle income,2010,2.869509866,12587.744140625,35856348
Algeria,DZA,Lower middle income,1855,,,2983114
Algeria,DZA,Lower middle income,2011,3.112216351,13204,36543548
Algeria,DZA,Lower middle income,1880,,,3822857
Algeria,DZA,Lower middle income,1700,,,1749990
Algeria,DZA,Lower middle income,1863,,,3229536
Algeria,DZA,Lower middle income,1864,,,3261737
Algeria,DZA,Lower middle income,1946,,,8337943
Algeria,DZA,Lower middle income,1947,,,8463201
Algeria,DZA,Lower middle income,1948,,,8590341
Algeria,DZA,Lower middle income,1949,,,8726599
Algeria,DZA,Lower middle income,1960,,3328,11394309
Algeria,DZA,Lower middle income,2008,2.797900262,11475.001953125,34569592
Algeria,DZA,Lower middle income,1912,,,5506688
Algeria,DZA,Lower middle income,1914,,,5561073
Algeria,DZA,Lower middle income,1857,,,3042898
Algeria,DZA,Lower middle income,1942,,,7855176
Algeria,DZA,Lower middle income,1998,2.608882521,6069.77734375,29924664
Algeria,DZA,Lower middle income,1710,,,1828235
Algeria,DZA,Lower middle income,1882,,,3899468
Algeria,DZA,Lower middle income,1932,,,6627192
Algeria,DZA,Lower middle income,1849,,,2838059
Algeria,DZA,Lower middle income,1894,,,4386326
Algeria,DZA,Lower middle income,1992,2.587085515,4850.22314453125,26748302
Algeria,DZA,Lower middle income,900,,,1849979
Algeria,DZA,Lower middle income,1000,,,1999986
Algeria,DZA,Lower middle income,1969,2.092668622,3355,13491022
Algeria,DZA,Lower middle income,1970,2.041791045,3585,13795915
Algeria,DZA,Lower middle income,1972,2.050838291,3746,14439750
Algeria,DZA,Lower middle income,1600,,,2250000
Algeria,DZA,Lower middle income,1973,2.018368449,3757,14786473
Algeria,DZA,Lower middle income,1931,,,6520235
Algeria,DZA,Lower middle income,1892,,,4303146
Algeria,DZA,Lower middle income,2001,2.669438669,7218.24560546875,31200984
Algeria,DZA,Lower middle income,2002,2.739145299,7814.83837890625,31624700
Algeria,DZA,Lower middle income,300,,,1881450
Algeria,DZA,Lower middle income,1907,,,5198076
Algeria,DZA,Lower middle income,1886,,,4057326
Algeria,DZA,Lower middle income,1770,,,2297738
Algeria,DZA,Lower middle income,500,,,1806646
Algeria,DZA,Lower middle income,1790,,,2454244
Algeria,DZA,Lower middle income,1971,2.104651163,3188,14110269
Algeria,DZA,Lower middle income,1856,,,3012858
Algeria,DZA,Lower middle income,1805,,,2545967
Algeria,DZA,Lower middle income,1974,2.125,3870,15153601
Algeria,DZA,Lower middle income,2000,2.657183499,6834.5537109375,30774624
Algeria,DZA,Lower middle income,1835,,,2762725
Algeria,DZA,Lower middle income,1883,,,3938347
Algeria,DZA,Lower middle income,1884,,,3977614
Algeria,DZA,Lower middle income,1885,,,4017272
Algeria,DZA,Lower middle income,-9000,,,20150
Algeria,DZA,Lower middle income,400,,,1843681
Algeria,DZA,Lower middle income,1841,,,2792774
Algeria,DZA,Lower middle income,1909,,,5355149
Algeria,DZA,Lower middle income,1200,,,1899989
Algeria,DZA,Lower middle income,1400,,,1469993
Algeria,DZA,Lower middle income,1911,,,5467704
Algeria,DZA,Lower middle income,1997,2.464690816,5638.47998046875,29476030
Algeria,DZA,Lower middle income,1833,,,2752781
Algeria,DZA,Lower middle income,1847,,,2823150
Algeria,DZA,Lower middle income,1848,,,2828245
Algeria,DZA,Lower middle income,1893,,,4344537
Algeria,DZA,Lower middle income,1991,2.678375412,4708.23193359375,26133906
Algeria,DZA,Lower middle income,1870,,1140,3461795
Algeria,DZA,Lower middle income,1913,,1854,5533813
Algeria,DZA,Lower middle income,1750,,,2141252
Algeria,DZA,Lower middle income,1780,,,2375996
Algeria,DZA,Lower middle income,1983,2.74657266,5243,20682110
Algeria,DZA,Lower middle income,1300,,,1684987
Algeria,DZA,Lower middle income,1843,,,2802863
Algeria,DZA,Lower middle income,1844,,,2807921
Algeria,DZA,Lower middle income,1929,,,6336013
Algeria,DZA,Lower middle income,0,,,1999499
Algeria,DZA,Lower middle income,1906,,,5115427
Algeria,DZA,Lower middle income,200,,,1920009
Algeria,DZA,Lower middle income,1820,,685,2686052
Algeria,DZA,Lower middle income,-10000,,,12090
Algeria,DZA,Lower middle income,2017,,14267.23046875,41136548
Algeria,DZA,Lower middle income,1837,,,2772705
Algeria,DZA,Lower middle income,1950,,2176,9019866
Algeria,DZA,Lower middle income,2019,,,42705372
Algeria,DZA,Lower middle income,1842,,,2797814
Algeria,DZA,Lower middle income,2021,,,44177964
Algeria,DZA,Lower middle income,800,,,1699986
Algeria,DZA,Lower middle income,1915,,,5588466
Algeria,DZA,Lower middle income,1916,,,5615995
Algeria,DZA,Lower middle income,1881,,,3860973
Algeria,DZA,Lower middle income,2013,3.03276699,13494,38000628
Algeria,DZA,Lower middle income,1990,2.749455338,4697,25518074
Algeria,DZA,Lower middle income,1730,,,1984751
Algeria,DZA,Lower middle income,1740,,,2063002
Algeria,DZA,Lower middle income,1918,,,5672196
Algeria,DZA,Lower middle income,1838,,,2777709
Algeria,DZA,Lower middle income,1923,,,5922812
Algeria,DZA,Lower middle income,2020,,,43451668
Algeria,DZA,Lower middle income,1925,,,6054766
Algeria,DZA,Lower middle income,1800,,,2500000
Algeria,DZA,Lower middle income,1996,2.311781609,5451.63427734375,28984640
Algeria,DZA,Lower middle income,1846,,,2818065
Algeria,DZA,Lower middle income,1928,,,6258229
Algeria,DZA,Lower middle income,2018,,14228.025390625,41927008
Algeria,DZA,Lower middle income,100,,,1959348
Algeria,DZA,Lower middle income,2016,,14331,40339328
Algeria,DZA,Lower middle income,2015,,14004,39543148
Algeria,DZA,Lower middle income,1956,,2475,10473167
Algeria,DZA,Lower middle income,1919,,,5707777
Algeria,DZA,Lower middle income,1839,,,2782722
Algeria,DZA,Lower middle income,1924,,,5988425
Algeria,DZA,Lower middle income,700,,,1734824
Algeria,DZA,Lower middle income,1910,,,5417110
Algeria,DZA,Lower middle income,1801,,,2509126
Algeria,DZA,Lower middle income,1930,,,6423262
Algeria,DZA,Lower middle income,1890,,,4220676
Algeria,DZA,Lower middle income,1917,,,5643659
Algeria,DZA,Lower middle income,1720,,,1906492
Algeria,DZA,Lower middle income,2012,3.075794621,13379,37260568
Algeria,DZA,Lower middle income,1836,,,2767711
Algeria,DZA,Lower middle income,1927,,,6189659
Algeria,DZA,Lower middle income,1888,,,4138634
Algeria,DZA,Lower middle income,1920,,,5750516
Algeria,DZA,Lower middle income,1908,,,5282059
Algeria,DZA,Lower middle income,1951,,2147,9271741
Algeria,DZA,Lower middle income,1982,2.519844358,5145,20000098
Algeria,DZA,Lower middle income,1984,2.7376,5361,21393532
Algeria,DZA,Lower middle income,1985,2.799846919,5469,22132910
Algeria,DZA,Lower middle income,1845,,,2812989
Algeria,DZA,Lower middle income,1988,2.615727003,4850,24243024
Algeria,DZA,Lower middle income,1989,2.692753623,4889,24889516
Algeria,DZA,Lower middle income,1891,,,4261859
Algeria,DZA,Lower middle income,1959,,3178,11164451
Algeria,DZA,Lower middle income,1922,,,5857917
Algeria,DZA,Lower middle income,600,,,1770375
Algeria,DZA,Lower middle income,1976,2.253053249,4157,16500516
Algeria,DZA,Lower middle income,1840,,,2787744
Algeria,DZA,Lower middle income,1887,,,4097778
Algeria,DZA,Lower middle income,1804,,,2536706
Algeria,DZA,Lower middle income,1953,,2182,9771686
Algeria,DZA,Lower middle income,1954,,2291,10011548
Algeria,DZA,Lower middle income,1958,,2740,10933788
Algeria,DZA,Lower middle income,1978,2.145051195,4812,17632646
Algeria,DZA,Lower middle income,1975,2.085519922,4020,15724698
Algeria,DZA,Lower middle income,1803,,,2527479
Algeria,DZA,Lower middle income,1921,,,5800524
Algeria,DZA,Lower middle income,1952,,2193,9521703
Algeria,DZA,Lower middle income,1760,,,2219494
Algeria,DZA,Lower middle income,1981,2.339622642,4991,19351356
Algeria,DZA,Lower middle income,1980,2.152766952,5024,18739378
Algeria,DZA,Lower middle income,1957,,2699,10703259
Algeria,DZA,Lower middle income,1986,2.586981348,5262,22882560
Algeria,DZA,Lower middle income,2014,,13744,38760168
Algeria,DZA,Lower middle income,1889,,,4179601
Algeria,DZA,Lower middle income,1977,2.270710729,4398,17134196
Algeria,DZA,Lower middle income,1802,,,2518286
Algeria,DZA,Lower middle income,1979,2.01390593,5088,18166982
Algeria,DZA,Lower middle income,1987,2.753325732,5088,23586098
Algeria,DZA,Lower middle income,1955,,2303,10242297
Algeria,DZA,Lower middle income,1926,,,6121841
American Samoa,ASM,Upper middle income,1966,,,24147
American Samoa,ASM,Upper middle income,2017,,,49486
American Samoa,ASM,Upper middle income,2016,,,50468
American Samoa,ASM,Upper middle income,1968,,,25631
American Samoa,ASM,Upper middle income,1740,,,2209
American Samoa,ASM,Upper middle income,1750,,,2325
American Samoa,ASM,Upper middle income,1974,,,29040
American Samoa,ASM,Upper middle income,2019,,,47341
American Samoa,ASM,Upper middle income,1830,,,3524
American Samoa,ASM,Upper middle income,1840,,,3720
American Samoa,ASM,Upper middle income,2015,,,51391
American Samoa,ASM,Upper middle income,1820,,,3339
American Samoa,ASM,Upper middle income,2013,,,53017
American Samoa,ASM,Upper middle income,1910,,,7469
American Samoa,ASM,Upper middle income,1810,,,3163
American Samoa,ASM,Upper middle income,1975,,,29596
American Samoa,ASM,Upper middle income,1770,,,2576
American Samoa,ASM,Upper middle income,2018,,,48445
American Samoa,ASM,Upper middle income,1967,,,24864
American Samoa,ASM,Upper middle income,1951,,,19447
American Samoa,ASM,Upper middle income,1953,,,19695
American Samoa,ASM,Upper middle income,1790,,,2854
American Samoa,ASM,Upper middle income,1987,,,42859
American Samoa,ASM,Upper middle income,2014,,,52234
American Samoa,ASM,Upper middle income,1969,,,26417
American Samoa,ASM,Upper middle income,1900,,,6639
American Samoa,ASM,Upper middle income,1970,,,27098
American Samoa,ASM,Upper middle income,2021,,,45056
American Samoa,ASM,Upper middle income,1730,,,2098
American Samoa,ASM,Upper middle income,1980,,,32908
American Samoa,ASM,Upper middle income,1940,,,12908
American Samoa,ASM,Upper middle income,1950,,,19057
American Samoa,ASM,Upper middle income,1976,,,30222
American Samoa,ASM,Upper middle income,1800,,,3005
American Samoa,ASM,Upper middle income,200,,,4
American Samoa,ASM,Upper middle income,1870,,,4663
American Samoa,ASM,Upper middle income,1978,,,31449
American Samoa,ASM,Upper middle income,1973,,,28553
American Samoa,ASM,Upper middle income,1972,,,28083
American Samoa,ASM,Upper middle income,2020,,,46216
American Samoa,ASM,Upper middle income,1971,,,27618
American Samoa,ASM,Upper middle income,1979,,,32071
American Samoa,ASM,Upper middle income,1965,,,23414
American Samoa,ASM,Upper middle income,1958,,,19942
American Samoa,ASM,Upper middle income,1920,,,8963
American Samoa,ASM,Upper middle income,1985,,,39688
American Samoa,ASM,Upper middle income,100,,,2
American Samoa,ASM,Upper middle income,1780,,,2712
American Samoa,ASM,Upper middle income,1988,,,44564
American Samoa,ASM,Upper middle income,1880,,,5246
American Samoa,ASM,Upper middle income,1860,,,4145
American Samoa,ASM,Upper middle income,2011,,,54334
American Samoa,ASM,Upper middle income,2012,,,53718
American Samoa,ASM,Upper middle income,2010,,,54871
American Samoa,ASM,Upper middle income,1720,,,1993
American Samoa,ASM,Upper middle income,1964,,,22682
American Samoa,ASM,Upper middle income,1991,,,49016
American Samoa,ASM,Upper middle income,1959,,,19904
American Samoa,ASM,Upper middle income,1930,,,10756
American Samoa,ASM,Upper middle income,1760,,,2447
American Samoa,ASM,Upper middle income,1986,,,41240
American Samoa,ASM,Upper middle income,1100,,,157
American Samoa,ASM,Upper middle income,1890,,,5902
American Samoa,ASM,Upper middle income,1850,,,3927
American Samoa,ASM,Upper middle income,1977,,,30838
American Samoa,ASM,Upper middle income,2009,,,55386
American Samoa,ASM,Upper middle income,1700,,,1799
American Samoa,ASM,Upper middle income,1710,,,1894
American Samoa,ASM,Upper middle income,1957,,,19965
American Samoa,ASM,Upper middle income,2000,,,58251
American Samoa,ASM,Upper middle income,1992,,,50096
American Samoa,ASM,Upper middle income,1983,,,36755
American Samoa,ASM,Upper middle income,1984,,,38193
American Samoa,ASM,Upper middle income,2008,,,55909
American Samoa,ASM,Upper middle income,1000,,,105
American Samoa,ASM,Upper middle income,1952,,,19587
American Samoa,ASM,Upper middle income,400,,,9
American Samoa,ASM,Upper middle income,1963,,,21969
American Samoa,ASM,Upper middle income,1955,,,19855
American Samoa,ASM,Upper middle income,1600,,,1199
American Samoa,ASM,Upper middle income,1956,,,19922
American Samoa,ASM,Upper middle income,0,,,1
American Samoa,ASM,Upper middle income,1982,,,35388
American Samoa,ASM,Upper middle income,1997,,,55595
American Samoa,ASM,Upper middle income,900,,,70
American Samoa,ASM,Upper middle income,1989,,,46310
American Samoa,ASM,Upper middle income,1990,,,47841
American Samoa,ASM,Upper middle income,2007,,,56402
American Samoa,ASM,Upper middle income,1960,,,20107
American Samoa,ASM,Upper middle income,1962,,,21290
American Samoa,ASM,Upper middle income,1954,,,19783
American Samoa,ASM,Upper middle income,1999,,,57617
American Samoa,ASM,Upper middle income,1500,,,799
American Samoa,ASM,Upper middle income,1993,,,51195
American Samoa,ASM,Upper middle income,1981,,,34080
American Samoa,ASM,Upper middle income,1300,,,355
American Samoa,ASM,Upper middle income,300,,,6
American Samoa,ASM,Upper middle income,1994,,,52311
American Samoa,ASM,Upper middle income,1200,,,236
American Samoa,ASM,Upper middle income,2002,,,58200
American Samoa,ASM,Upper middle income,800,,,46
American Samoa,ASM,Upper middle income,2006,,,56857
American Samoa,ASM,Upper middle income,2004,,,57653
American Samoa,ASM,Upper middle income,1998,,,56626
American Samoa,ASM,Upper middle income,1996,,,54523
American Samoa,ASM,Upper middle income,2005,,,57277
American Samoa,ASM,Upper middle income,500,,,13
American Samoa,ASM,Upper middle income,1995,,,53421
American Samoa,ASM,Upper middle income,1400,,,533
